ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.B100.vs.Ctrl.micro.logFC	LPS100.B100.vs.Ctrl.micro.p.value
ENSOARG00000012354	101120382	PSAT1	phosphoserine aminotransferase 1	0.936647434682554	0.0408881300654302
ENSOARG00000012359	101119469	MBD3	methyl-CpG binding domain protein 3	-0.666070448470156	0.0230801730869883
ENSOARG00000012380	101104859	TBC1D9	TBC1 domain family member 9	1.4936869260256	0.000533276167825112
ENSOARG00000012381	101105355	SLC37A4	solute carrier family 37 member 4	-0.676805009350447	0.0319542414902739
ENSOARG00000012383	101105356	KDELC2	KDEL motif-containing protein 2	-0.755723501170734	0.0354830507399707
ENSOARG00000012389	101112533	GPRC5B	G protein-coupled receptor class C group 5 member B	-1.87446618112195	0.000128702154994415
ENSOARG00000012395	101106803	ATAT1	alpha tubulin acetyltransferase 1	-0.770919969806081	0.0377917369707435
ENSOARG00000012397	101113709	SRPRA	SRP receptor subunit alpha	1.06847370192622	0.0151282302299509
ENSOARG00000012403		FAM207A	family with sequence similarity 207 member A	-0.769530026727739	0.0471578759958436
ENSOARG00000012429	101118902	DYNLL1	dynein light chain LC8-type 1	-1.13908814249472	0.00402235686513961
ENSOARG00000012452	101105469	ADARB1	adenosine deaminase, RNA specific B1	-1.74828482113718	0.0212181877948613
ENSOARG00000012454	101102997	MYO1C	myosin IC	0.836337981511702	0.0326807071991497
ENSOARG00000012463	101108772	GYS1	glycogen synthase 1	-0.849191535144295	0.0396169372522516
ENSOARG00000012465	101120739	RAD52	RAD52 homolog, DNA repair protein	-0.934120300177316	0.0029153755751065
ENSOARG00000012473	101111258	RAP2C	RAP2C, member of RAS oncogene family	0.714750935487784	0.0281348836275111
ENSOARG00000012475	101122635	ABHD6	abhydrolase domain containing 6	-0.841229975600312	0.0416845773737027
ENSOARG00000012486				-0.574000306417085	0.0413958518683026
ENSOARG00000012488				-0.923301939468646	0.00302978818122242
ENSOARG00000012506	101106548	HDDC3	HD domain containing 3	-0.971685479575617	0.00831791904966622
ENSOARG00000012507	101119590	SRPK1	SRSF protein kinase 1	-0.940037329537092	0.0199697426093404
ENSOARG00000012519	101117714	TIPRL	TOR signaling pathway regulator	0.751225289971007	0.0199186673380312
ENSOARG00000012521		ANGPTL2	angiopoietin like 2	-1.16220977810267	0.00582217825147274
ENSOARG00000012522	101114222	FOXRED1	FAD dependent oxidoreductase domain containing 1	-0.701426320014586	0.0230499171096676
ENSOARG00000012525	101115827	DROSHA	drosha ribonuclease III	-0.873203758633047	0.00755685770946781
ENSOARG00000012561	101102865	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	-1.34777360146293	0.0238500383065835
ENSOARG00000012570	101105761	C8orf33	chromosome 9 open reading frame, human C8orf33	-0.61404032259593	0.0390550724949201
ENSOARG00000012588	101122760	CARNMT1	carnosine N-methyltransferase 1	-1.1833823724225	0.0268266942561661
ENSOARG00000012595	101117426		WW domain containing E3 ubiquitin protein ligase 1	-1.02901192000516	0.00908120481659633
ENSOARG00000012601		C9orf40	chromosome 9 open reading frame 40	-0.786610402421297	0.0467972082499775
ENSOARG00000012615	101110378	METTL26	methyltransferase like 26	-1.23050167181125	0.0136911299347049
ENSOARG00000012625	101110890	PITPNM1	phosphatidylinositol transfer protein membrane associated 1	-1.04288562686646	0.00153860555076038
ENSOARG00000012632	101104508	DHX40	DEAH-box helicase 40	-1.02064315951123	0.0443905343498823
ENSOARG00000012658	101105732		PBX homeobox 3	-1.34316302589875	0.00776197021885677
ENSOARG00000012669	101106673		INO80 complex subunit B	-0.925792930622498	0.00525058949867977
ENSOARG00000012675	101106378	TKFC	triokinase and FMN cyclase	-0.827672170329813	0.015374966114695
ENSOARG00000012677	101114370	USP12	ubiquitin specific peptidase 12	1.40211769296735	0.000178295005403422
ENSOARG00000012679	101117742	WBP1	WW domain binding protein 1	-0.994321477908208	0.0201029965888162
ENSOARG00000012688	101116987	ATP8B3	ATPase phospholipid transporting 8B3	-0.821418758934375	0.018934712312581
ENSOARG00000012693		GPR153	G protein-coupled receptor 153	-0.8400039847364	0.0276237426232198
ENSOARG00000012703	105610484	LOC105610484	zinc finger protein 791-like	-1.29030367546482	0.00936818518634878
ENSOARG00000012704	101110640	PCBP3	poly(rC) binding protein 3	-1.55950341188465	0.000399047566720097
ENSOARG00000012724	101123330	FLNB	filamin B	1.82327231055404	0.000674900397733227
ENSOARG00000012734	101121415	WNT5B	Wnt family member 5B	-1.44880880603194	0.0238276994831556
ENSOARG00000012738	101114114	RRAGD	Ras related GTP binding D	-1.26093172738615	0.0019410688372578
ENSOARG00000012745	101117200	RNF123	ring finger protein 123	-0.598328333029381	0.0224344578579521
ENSOARG00000012759	101122681	NEDD1	neural precursor cell expressed, developmentally down-regulated 1	1.19549762753773	0.0029153755751065
ENSOARG00000012761	101105344	FMO4	flavin containing monooxygenase 4	0.945042271500392	0.0140943142851738
ENSOARG00000012767	101120102	CEP250	centrosomal protein 250	-0.756790030207471	0.013166172777911
ENSOARG00000012790	101121977	ATG7	autophagy related 7	-0.80901864061271	0.00551503927437075
ENSOARG00000012797	101105420	MCM4	minichromosome maintenance complex component 4	-1.53917593548294	0.000232376130954752
ENSOARG00000012801	101120228	HTRA2	HtrA serine peptidase 2	-0.617327400871207	0.0325585204108888
ENSOARG00000012809	101105696	PPP1R10	protein phosphatase 1 regulatory subunit 10	0.846282836280799	0.0366069753539667
ENSOARG00000012812	101106637	CYB561A3	cytochrome b ascorbate-dependent protein 3	-1.01951128706482	0.00669514817087072
ENSOARG00000012815	101112761	MS4A7	membrane spanning 4-domains A7	-1.25619446431587	0.00147327352505634
ENSOARG00000012820	101119969	LOXL3	lysyl oxidase like 3	-0.611542711485478	0.0429449608407669
ENSOARG00000012843	101106893	TMEM138	transmembrane protein 138	-1.04709791853795	0.00525058949867977
ENSOARG00000012849	101111140	CDK2AP2	cyclin dependent kinase 2 associated protein 2	-0.999990432427487	0.0015452558341062
ENSOARG00000012862	100286737	IGFBP3	insulin like growth factor binding protein 3	1.82765248032933	0.0212429577883425
ENSOARG00000012863		SRSF12	serine and arginine rich splicing factor 12	1.39673894710797	0.0391302597841244
ENSOARG00000012868	101118268	NCLN	nicalin	-0.542125696619722	0.0368332693718426
ENSOARG00000012879	101120908	SEMA4F	ssemaphorin 4F	-1.13633844429036	0.0298513154440825
ENSOARG00000012881	101105097		TEA domain transcription factor 2	-0.736283755328887	0.0174216932263254
ENSOARG00000012886	443446	THRA	thyroid hormone receptor alpha	-1.2070295147171	0.00310725593171588
ENSOARG00000012890				-0.617088236336582	0.0314804907378182
ENSOARG00000012898				-0.793964434066975	0.00899935312706825
ENSOARG00000012909	101107690	HK2	hexokinase 2	1.46009514433664	0.0149722138871235
ENSOARG00000012912	101115315	MAML3	mastermind like transcriptional coactivator 3	2.07825327938444	0.000356303055126747
ENSOARG00000012917	101107029	RECQL4	RecQ like helicase 4	-1.10390626983962	0.012708169082442
ENSOARG00000012928	780447	HSPA5	heat shock protein family A (Hsp70) member 5	0.873601402720059	0.0232696109484469
ENSOARG00000012940		CISD1	CDGSH iron sulfur domain 1	-0.99707329189117	0.00693054503733879
ENSOARG00000012954	101113341	CA2	carbonic anhydrase 2	2.22293035658338	0.000375759907247313
ENSOARG00000012956	101105515	MARK1	microtubule affinity regulating kinase 1	-0.948236710351789	0.00531912667985013
ENSOARG00000012961	101110498	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	-1.47573064879969	0.0166679780637785
ENSOARG00000012964	101105722	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	2.78431151118802	0.000292652985791137
ENSOARG00000012971	101103368		WD repeat domain 90	-1.21744324703469	0.00125490960114986
ENSOARG00000012975	101113165	RBM17	RNA binding motif protein 17	0.949177072216738	0.00828036106579049
ENSOARG00000012979	101112256	LRRC32	leucine rich repeat containing 32	2.91833763135146	0.000499819624668934
ENSOARG00000012985	100528012	HMBS	hydroxymethylbilane synthase	-0.761448609295776	0.0167451069813288
ENSOARG00000012992	101112489	ORC3	origin recognition complex subunit 3	-1.05131542280549	0.00140377398322165
ENSOARG00000012998	100147794	RHOF	ras homolog family member F, filopodia associated	3.20912998604211	0.000340044058294193
ENSOARG00000013001	101106922	PPP6C	protein phosphatase 6 catalytic subunit	0.745705802691315	0.0105851493666018
ENSOARG00000013003	101112906	RARS2	arginyl-tRNA synthetase 2, mitochondrial	-1.00155562746456	0.00496882984601072
ENSOARG00000013010	101106706	MVD	mevalonate diphosphate decarboxylase	1.58949793820962	0.00191036226974457
ENSOARG00000013014	101116928	SLC9A8	solute carrier family 9 member A8	0.775248215473018	0.00989928725123931
ENSOARG00000013015	101106551		TAM41 mitochondrial translocator assembly and maintenance homolog	-1.23778493867937	0.0308506278029793
ENSOARG00000013017	101116666	SUZ12	SUZ12, polycomb repressive complex 2 subunit	1.63576808569267	0.0308165008537606
ENSOARG00000013020	443409	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	4.53743646853897	0.000119620052517794
ENSOARG00000013021				2.38291099472403	0.000218084133305563
ENSOARG00000013032	101122479	USP33	ubiquitin carboxyl-terminal hydrolase 33	1.08131211587575	0.0266914052691808
ENSOARG00000013035				1.48262952392063	0.000830653130403654
ENSOARG00000013036	101120239	CSNK1G2	casein kinase 1 gamma 2	-0.682575639440502	0.00786742594944624
ENSOARG00000013049	101113155	SLC35A1	solute carrier family 35 member A1	-1.03252923016279	0.00516525504438497
ENSOARG00000013053	101104610	IQGAP1	IQ motif containing GTPase activating protein 1	1.80639407318869	0.0175918302924966
ENSOARG00000013074	101118022	BTBD2	BTB domain containing 2	-0.907925575774696	0.00219783267404128
ENSOARG00000013077	101120110	RETREG1	reticulophagy regulator 1	-1.45642746249612	0.00179167212872442
ENSOARG00000013082	101107621	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	1.17241825743274	0.0276679600714763
ENSOARG00000013084	101115332	ZWINT	ZW10 interacting kinetochore protein	-1.45266624480157	0.0105010850424785
ENSOARG00000013086	101112441	MCM3AP	minichromosome maintenance complex component 3 associated protein	-0.823943785405381	0.012396478783118
ENSOARG00000013087	101111900	ALDH16A1	aldehyde dehydrogenase 16 family member A1	-1.41552335583277	0.000235711266481516
ENSOARG00000013095	100499498		makorin ring finger protein 1	-0.618964351156526	0.0191826668140128
ENSOARG00000013097	101109140	MIGA1	mitoguardin 1	1.57061492769658	0.00446859279834858
ENSOARG00000013115	101114279	SMIM8	small integral membrane protein 8	-0.978137141716831	0.00984814974683959
ENSOARG00000013118	101119850	ACADS	acyl-CoA dehydrogenase short chain	-0.908859761333604	0.00289944692013843
ENSOARG00000013128	101115885	NUP58	nucleoporin 58	-1.56063980149357	0.0170116297494183
ENSOARG00000013134	101123395	MARC2	mitochondrial amidoxime reducing component 2	-0.808888561389279	0.00705633522091437
ENSOARG00000013135	101112692	YBEY	ybeY metalloendoribonuclease	-1.01280504488921	0.0138297955961598
ENSOARG00000013139	101121731	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	-0.890609570261778	0.0386719035892109
ENSOARG00000013144	101103054	IL1R1	interleukin 1 receptor type 1	2.01060768146565	0.00457016445918553
ENSOARG00000013154	101122237	TMEM50B	transmembrane protein 50B	-0.757229472751098	0.0272558912058584
ENSOARG00000013160	101103673	OTULINL	OTU deubiquitinase with linear linkage specificity like	0.719951942810463	0.0467972082499775
ENSOARG00000013165				-0.810909424004794	0.0420609442228461
ENSOARG00000013168	101122484	IFNGR2	interferon gamma receptor 2	-1.19723680435292	0.00181906523848169
ENSOARG00000013173	101116636	DOCK8	dedicator of cytokinesis 8	1.19155534969437	0.0177472344608278
ENSOARG00000013183	101109661	SYT7	synaptotagmin 7	-0.929941370889733	0.033351681199899
ENSOARG00000013188	443126	IFNAR1	interferon alpha and beta receptor subunit 1	-0.780722383530132	0.0433543038493834
ENSOARG00000013190	101109789	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	1.83787198495583	6.96991000393436e-05
ENSOARG00000013194		RNF166	ring finger protein 166	-0.888079304748223	0.00895438362011749
ENSOARG00000013207	101106617	RCN3	reticulocalbin 3	-0.880667934565584	0.00496882984601072
ENSOARG00000013213	101106025	DUSP10	dual specificity phosphatase 10	2.07857327654822	0.000372955121934931
ENSOARG00000013218				-1.18844241025355	0.012022987515399
ENSOARG00000013220	101115296	RABGAP1L	RAB GTPase activating protein 1 like	1.2218730626399	0.00128266784234293
ENSOARG00000013223	101110639		rhomboid like 1	-0.870026279678521	0.0445760886005239
ENSOARG00000013226	101109794	MPV17L2	MPV17 mitochondrial inner membrane protein like 2	1.1164501328538	0.00513290257471224
ENSOARG00000013234	101116152	SNX14	sorting nexin 14	-1.06041964702149	0.00132688320074587
ENSOARG00000013244	101120111	SPPL3	signal peptide peptidase like 3	0.885413220137322	0.0137625637604684
ENSOARG00000013251	101107127	PRRG2	proline rich and Gla domain 2	-1.06266319473217	0.0105701486706977
ENSOARG00000013253	101114566	RANBP9	RAN binding protein 9	-1.05065397283074	0.00274442993767449
ENSOARG00000013256	101121562	ERI2	ERI1 exoribonuclease family member 2	-0.968103830161569	0.045566932890286
ENSOARG00000013259	101123163	FUBP1	far upstream element binding protein 1	1.12017750717906	0.00316018626814807
ENSOARG00000013261	101107254	PCNT	pericentrin	-1.27220190839183	0.00125928446709783
ENSOARG00000013264	101111186	DBF4	DBF4 zinc finger	1.24147901688792	0.0032445748633464
ENSOARG00000013265	101110736	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	-2.2913958624044	0.000252115873448961
ENSOARG00000013282	101115229	NCAPD3	non-SMC condensin II complex subunit D3	-1.16724608664279	0.00288016485576421
ENSOARG00000013291	100534647	IFI30	IFI30, lysosomal thiol reductase	0.948008819389013	0.0189866502075098
ENSOARG00000013299	101105318	PDCL3	phosducin like 3	0.673968064403642	0.0401637296841984
ENSOARG00000013311	101116737	TONSL	tonsoku like, DNA repair protein	-1.77060614550154	0.00584550848825871
ENSOARG00000013329	101122537	MAP3K3	mitogen-activated protein kinase kinase kinase 3	-1.39914670579672	0.0251279904549526
ENSOARG00000013337	101110997	PUM3	pumilio RNA binding family member 3	0.690617236232953	0.0159239067114615
ENSOARG00000013346	101117556	CCL24	C-C motif chemokine ligand 24	3.72919282094134	6.1570732886567e-05
ENSOARG00000013373		JMJD8	jumonji domain containing 8	-0.773405876374865	0.0102972832957746
ENSOARG00000013377	101107497	DIP2A	disco interacting protein 2 homolog A	-0.981177175228617	0.0438530911129881
ENSOARG00000013379	101106933	ADCK2	aarF domain containing kinase 2	-1.21083491279645	0.00330969665576138
ENSOARG00000013380	101117813	RHBDD2	rhomboid domain containing 2	0.747206482845914	0.0440058746673663
ENSOARG00000013387	101103273	APEH	acylaminoacyl-peptide hydrolase	-0.962376084582944	0.0027119804302976
ENSOARG00000013398	101122360	BANK1	B cell scaffold protein with ankyrin repeats 1	-1.01315002846652	0.0313997235990444
ENSOARG00000013401	101121819	REXO5	RNA exonuclease 5	-1.30170828116073	0.0317190965687057
ENSOARG00000013405	101103598	ABCF1	ATP binding cassette subfamily F member 1	0.553835199845579	0.0346805881080141
ENSOARG00000013406	101121933	AFF4	AF4/FMR2 family member 4	1.11371322936361	0.0349256150885766
ENSOARG00000013414	101101853	SYNJ1	synaptojanin 1	1.41329803778489	0.000732977639091436
ENSOARG00000013417		TXNDC9	thioredoxin domain containing 9	0.826846906260064	0.0146589614984039
ENSOARG00000013420	101103154	COX18	mitochondrial inner membrane protein COX18	0.901625789342851	0.0230499171096676
ENSOARG00000013426	101106607	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A	0.755665519611418	0.0231643547451877
ENSOARG00000013436	101117851		cytochrome b5 reductase 4	0.611596932695202	0.0394113011861198
ENSOARG00000013437	101112951	CDC37L1	cell division cycle 37 like 1	1.23119461089228	0.000787977975604296
ENSOARG00000013443	101103864	STUB1	STIP1 homology and U-box containing protein 1	-0.793874248383384	0.0328428038159428
ENSOARG00000013448	101115252	POR	P450 (cytochrome) oxidoreductase	-1.00954301452436	0.00239021103301074
ENSOARG00000013461	101115161	ITPK1	inositol-tetrakisphosphate 1-kinase	-0.919626567606015	0.0105721770418031
ENSOARG00000013462	101111546		phosphoinositide-3-kinase regulatory subunit 2	-1.2851179743932	0.00204462011179767
ENSOARG00000013467				-0.936060599319346	0.00146612668317745
ENSOARG00000013469	101113453	PRMT2	protein arginine methyltransferase 2	-0.765467347233091	0.00960527109390708
ENSOARG00000013483		VPS26B	VPS26, retromer complex component B	-0.730606863683594	0.00876013464702944
ENSOARG00000013487	101122043	PLXNA2	plexin A2	-1.21076293258853	0.00157273322595776
ENSOARG00000013488	101119557	THOP1	thimet oligopeptidase 1	-0.745727143416969	0.0191826668140128
ENSOARG00000013496	101108820	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	-0.687571560625399	0.0207516569269082
ENSOARG00000013499	101117701	ULK1	unc-51 like autophagy activating kinase 1	-1.38736242806593	0.00700206724274368
ENSOARG00000013505		BCL2L13	BCL2 like 13	-0.790840957056686	0.0043812628037383
ENSOARG00000013507	101122354	ZCCHC10	zinc finger CCHC-type containing 10	1.2793853673954	0.00402846283273178
ENSOARG00000013511	101113718	FBXO25	F-box protein 25	-0.909771908558351	0.00442691539972978
