ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000011302	101119337	PSMD6	proteasome 26S subunit, non-ATPase 6	0.498259290485409	0.0440633934497523
ENSOARG00000011314	101106988	RRP1B	ribosomal RNA processing 1B	0.602633899969985	0.027192366792637
ENSOARG00000011316	101118104	TBC1D14	TBC1 domain family member 14	-0.806760582342713	0.0048851035757039
ENSOARG00000011321	100302085	AK1	adenylate kinase 1	-1.11487471890351	0.0136232605063651
ENSOARG00000011329	101108652	TMEM59L	transmembrane protein 59 like	-0.691359168460248	0.0352651044099002
ENSOARG00000011341	101108207		testis expressed 261	-0.418868926419014	0.0388062131354813
ENSOARG00000011345	443049	PDXK	pyridoxal kinase	0.879613163449747	0.00306506048852139
ENSOARG00000011351	101110541	WDR76	WD repeat domain 76	-1.00544142111796	0.00441277190467057
ENSOARG00000011352	101116433	MST1R	macrophage stimulating 1 receptor	2.11886039477273	0.000737948461085746
ENSOARG00000011354	101120765	KLHL21	kelch like family member 21	-1.33035134843392	0.011722394152421
ENSOARG00000011357	101114010	FKBP4	FK506 binding protein 4	-0.706711559900069	0.0124907992325788
ENSOARG00000011359	101117736		MAP7 domain containing 3	-0.883340593928519	0.00501953398928245
ENSOARG00000011373	101113934	MIDN	midnolin	-0.979190446434952	0.00841449649248737
ENSOARG00000011378				0.791224511865181	0.0284153721979936
ENSOARG00000011382	101122670	TRAPPC2B	trafficking protein particle complex 2	1.58690149434055	8.50541637694742e-05
ENSOARG00000011385		TMEM42	transmembrane protein 42	-0.582159025511828	0.0182999429106177
ENSOARG00000011386	101106397	EXOSC3	exosome component 3	0.897509471844288	0.00588802282150534
ENSOARG00000011388	101108732	ZNF638	zinc finger protein 638	0.587613652993015	0.0160238567007251
ENSOARG00000011389	101122963	KCTD2	potassium channel tetramerization domain containing 2	-0.79685200544345	0.0239744741221294
ENSOARG00000011406	101110163	ARFGAP1	ADP ribosylation factor GTPase activating protein 1	0.897161944920168	0.00406456298671375
ENSOARG00000011408	101110521	FRY	FRY microtubule binding protein	-0.87042075040672	0.013371175169231
ENSOARG00000011412	101117758	CIRBP	cold inducible RNA binding protein	-0.739390642786205	0.0018444669385229
ENSOARG00000011427	101115445	ITGA7	integrin subunit alpha 7	-0.961982931467845	0.00274951588318054
ENSOARG00000011431		GLOD4	glyoxalase domain containing 4	-0.559295954761902	0.00797944259914533
ENSOARG00000011433		CRLF1	cytokine receptor like factor 1	-1.08301852042575	0.0157230543972755
ENSOARG00000011434	101123526	RRP1	ribosomal RNA processing 1	0.517145576602679	0.0447978157641619
ENSOARG00000011440	101103251	GPATCH2	G-patch domain containing 2	0.709065783908039	0.0289205425127385
ENSOARG00000011441	101108996	ATP13A2	ATPase cation transporting 13A2	-1.23156021345607	7.75356654592099e-05
ENSOARG00000011442	101120138	OFD1	OFD1, centriole and centriolar satellite protein	-0.879886116205315	0.00164263322668388
ENSOARG00000011444	101103753	ADM	adrenomedullin	2.98402197238584	0.000783641080944957
ENSOARG00000011445	101111563	CDR2L	cerebellar degeneration related protein 2 like	-1.04940690366456	0.0050111887622191
ENSOARG00000011451	101102577	SCYL3	SCY1 like pseudokinase 3	0.63672680286636	0.00824573732591148
ENSOARG00000011457	101104926	EMC8	ER membrane protein complex subunit 8	0.883809872943445	0.00484365087694515
ENSOARG00000011474	101101964	FPGS	folylpolyglutamate synthase	-0.570300767305016	0.0276380742330409
ENSOARG00000011481	101107167	PIM2	Pim-2 proto-oncogene, serine/threonine kinase	0.948259720014732	0.0249482101169555
ENSOARG00000011485	101105287	FLOT1	flotillin 1	-0.67348954411419	0.0116161062284302
ENSOARG00000011492	101107416	SLC35A2	solute carrier family 35 member A2	0.781091931056249	0.00460848559571471
ENSOARG00000011500	101109257	DYSF	dysferlin	0.999789776088496	0.0138194092102125
ENSOARG00000011512	101109411		aldehyde dehydrogenase 9 family member A1	-0.761844120115442	0.00154931626280131
ENSOARG00000011517	101114076	GTF2IRD1	GTF2I repeat domain containing 1	-1.30732528414316	0.00533772710978535
ENSOARG00000011526	101112778	TMCO1	transmembrane and coiled-coil domains 1	0.559325547858912	0.0457302016312187
ENSOARG00000011530	101123478	HID1	HID1 domain containing	-1.07243870780871	0.00677882833832071
ENSOARG00000011531	101103659	RRP15	ribosomal RNA processing 15 homolog	0.878428145283037	0.00346430990198301
ENSOARG00000011538	101121712	VPS33A	VPS33A, CORVET/HOPS core subunit	-0.435289460955055	0.0266943087114651
ENSOARG00000011539	101112163	BRIX1	BRX1, biogenesis of ribosomes	0.816911216407537	0.00511408534649886
ENSOARG00000011541	101108986	MELK	maternal embryonic leucine zipper kinase	-1.45247969326211	0.00493648841593793
ENSOARG00000011547		FOXF1	forkhead box F1	-1.32188597870542	0.0074151927295367
ENSOARG00000011550	101105869	UROS	uroporphyrinogen III synthase	-0.683224682651605	0.0153209664363764
ENSOARG00000011551	101118019	MUM1	PWWP domain-containing protein MUM1	-0.554625537454685	0.0162784823551184
ENSOARG00000011559	100037672	GRPEL1	GrpE like 1, mitochondrial	0.984276868132762	0.0011536088756577
ENSOARG00000011560	101110585	KLRG2	killer cell lectin like receptor G2	2.91952629967371	5.51434251016574e-05
ENSOARG00000011565	101104173	LIG1	DNA ligase 1	-0.784123466539032	0.00491579021085378
ENSOARG00000011574	101106090	RAD51C	RAD51 paralog C	-1.08607448220347	0.0180432692937028
ENSOARG00000011581		ZSWIM9	zinc finger SWIM-type containing 9	-0.773618258936128	0.0226169592238598
ENSOARG00000011583	554322	TGFB2	transforming growth factor beta 2	1.36312545969478	0.00735506174891542
ENSOARG00000011586	101106011	BDH2	3-hydroxybutyrate dehydrogenase 2	-0.971466212571425	0.00298438298472424
ENSOARG00000011587	443484	HACD1	3-hydroxyacyl-CoA dehydratase 1	-1.00269843744848	0.00169359437117813
ENSOARG00000011593	101112421	RAD1	RAD1 checkpoint DNA exonuclease	0.588267200559761	0.031469830597066
ENSOARG00000011594	101110735	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	0.91334918763003	0.0313181662226273
ENSOARG00000011599	101121603	JCHAIN	joining chain of multimeric IgA and IgM	-1.79676580070797	0.000130608221086845
ENSOARG00000011610	101108454	TIMM17B	translocase of inner mitochondrial membrane 17B	-0.711772558726834	0.00527479369606358
ENSOARG00000011626	100303606	TUBB	tubulin beta class I	-0.757466877269666	0.00374216304425052
ENSOARG00000011628	101106830		GLI pathogenesis related 2	-0.725346882299186	0.0220696159094237
ENSOARG00000011634	101111439	SPR	sepiapterin reductase	-0.537569700128111	0.0140944529068721
ENSOARG00000011638	101117284	TNFRSF21	TNF receptor superfamily member 21	-0.863181330542628	0.00645556434461436
ENSOARG00000011639		YTHDF1	YTH N6-methyladenosine RNA binding protein 1	0.660192031400445	0.00543886108820658
ENSOARG00000011649	101102214	SH2D3C	SH2 domain containing 3C	-1.78711500471684	0.00797944259914533
ENSOARG00000011655	101111403	CHEK1	checkpoint kinase 1	-1.43279616586259	0.00434338795328388
ENSOARG00000011658	101111700	SFXN5	sideroflexin 5	-0.947315590589435	0.00533015850984374
ENSOARG00000011668	101123068	SBF2	SET binding factor 2	-0.886933582876992	0.0330971232571232
ENSOARG00000011672	101107753	PWP2	PWP2, small subunit processome component	0.744350835696496	0.00275629715203735
ENSOARG00000011687				-0.836014575399796	0.0124871835785739
ENSOARG00000011691	101121114	EMP3	epithelial membrane protein 3	0.668282996381513	0.035652989510127
ENSOARG00000011698	101121540	TMEM143	transmembrane protein 143	-1.38588307677719	0.00179562441919719
ENSOARG00000011715		FKBP8	FK506 binding protein 8	-0.497539695140262	0.0420941573288418
ENSOARG00000011716	101106122	DDB1	damage specific DNA binding protein 1	-0.500755109167576	0.0287543567570153
ENSOARG00000011722				-0.983919128467605	0.00543541338670106
ENSOARG00000011725	101106345	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E	1.07245380194737	0.0107474073211827
ENSOARG00000011728	101114641	BCL9L	B cell CLL/lymphoma 9 like	1.12701775059729	0.00588094150028053
ENSOARG00000011735	101122279	RUFY3	RUN and FYVE domain containing 3	-0.76493708937701	0.00201408599426677
ENSOARG00000011737	101110382	RFC2	replication factor C subunit 2	-0.577793003478182	0.0123628318279612
ENSOARG00000011740	101113851	LIAS	lipoic acid synthetase	-0.503988987408757	0.0325356371127539
ENSOARG00000011741	101104182	PEX11A	peroxisomal biogenesis factor 11 alpha	2.34619812251593	0.00114560683540565
ENSOARG00000011742	101111092	HIPK2	homeodomain interacting protein kinase 2	0.758641966429387	0.0104508255603834
ENSOARG00000011746	101107143	MDC1	mediator of DNA damage checkpoint 1	-0.723862771070377	0.00960969041612975
ENSOARG00000011751	101114770	SLC6A12	solute carrier family 6 member 12	0.941080134375973	0.00449756367737762
ENSOARG00000011754	101104078	PGAP3	post-GPI attachment to proteins 3	-1.03279724289554	0.00193398123350775
ENSOARG00000011762	101112950	NPR2	natriuretic peptide receptor 2	-0.782592529835264	0.00447659479925776
ENSOARG00000011766	101108042	CDCA7L	cell division cycle associated 7 like	-1.57471712530011	0.000123285114289655
ENSOARG00000011783	101102093		mesoderm posterior bHLH transcription factor 2	0.854321887047882	0.00443742391919823
ENSOARG00000011792	101121475	ACSL5	acyl-CoA synthetase long chain family member 5	1.15071980506148	0.0155354767366025
ENSOARG00000011794	101106429	SLC9B2	solute carrier family 9 member B2	-0.691432838300381	0.0099292721104804
ENSOARG00000011798	101112848	INPP4B	inositol polyphosphate-4-phosphatase type II B	1.99581662135273	0.000272501799119368
ENSOARG00000011803	101111297	MEDAG	mesenteric estrogen dependent adipogenesis	1.80122616471282	0.00549621822608983
ENSOARG00000011810	101115922	DHX32	DEAH-box helicase 32 (putative)	0.442517829541494	0.0381527927186865
ENSOARG00000011812	101109245	HDAC6	histone deacetylase 6	-0.804585864697105	0.00242137332844631
ENSOARG00000011816	101111114	GID8	GID complex subunit 8 homolog	0.601610226223921	0.0119450077868333
ENSOARG00000011820	101113987	GBA2	glucosylceramidase beta 2	0.578799133890224	0.00547551983575416
ENSOARG00000011824	101109208	SERPINH1	serpin family H member 1	-0.90875725400859	0.00432474261118271
ENSOARG00000011833	101114243	CREB3	cAMP responsive element binding protein 3	-0.489420081516857	0.0487395600984439
ENSOARG00000011840	101109704	ISYNA1	inositol-3-phosphate synthase 1	-0.620129564065839	0.0400787103696416
ENSOARG00000011841	101104860	ANPEP	alanyl aminopeptidase, membrane	1.27131913935957	0.00663233142136375
ENSOARG00000011845	101106605	TRIM37	tripartite motif containing 37	-0.851366506052047	0.00179752596895017
ENSOARG00000011853	101121249	SNRPF	small nuclear ribonucleoprotein polypeptide F	0.903567197503748	0.00793394264214771
ENSOARG00000011855	100423047		integrin subunit beta 3	1.51108448503126	0.0416343253198718
ENSOARG00000011856	443326	ALOX5AP	arachidonate 5-lipoxygenase activating protein	-1.24354470122232	0.00515653655465418
ENSOARG00000011857	443108	PGFS	prostaglandin F synthase 1	-0.478699254944907	0.0420090451302718
ENSOARG00000011864	443164	PFKL	phosphofructokinase, liver type	-0.4508866596013	0.03029645433231
ENSOARG00000011869	101113530	AMACR	alpha-methylacyl-CoA racemase	0.530575357239698	0.0241419416023579
ENSOARG00000011884	101111377	PRKDC	protein kinase, DNA-activated, catalytic subunit	-0.865190713558738	0.0119625367351772
ENSOARG00000011890		FANCE	FA complementation group E	-0.840425295103848	0.000614841613404969
ENSOARG00000011892	101107073	ZNF449	zinc finger protein 449	-0.942237117564215	0.0440970530792796
ENSOARG00000011895	101122573	MOSPD2	motile sperm domain containing 2	-0.768108072214599	0.0131581895655389
ENSOARG00000011897	101103985	COQ3	coenzyme Q3, methyltransferase	1.34748257408071	0.000217999291012934
ENSOARG00000011898	101122864	GRSF1	G-rich RNA sequence binding factor 1	-0.831418901612828	0.00876613693046503
ENSOARG00000011905	101112773	HYLS1	HYLS1, centriolar and ciliogenesis associated	-1.42121837708018	0.000316018107752884
ENSOARG00000011908	101116159		ring finger protein 135	-0.867456380889011	0.00273934926436905
ENSOARG00000011914	101104775	ZCCHC14	zinc finger CCHC-type containing 14	-1.34502744938985	0.00464676006790236
ENSOARG00000011915	101111361	TBXAS1	thromboxane A synthase 1	-0.5586054216076	0.0135115328058557
ENSOARG00000011916				-0.680818231190448	0.00488816570774827
ENSOARG00000011922	101104245	FAXC	failed axon connections homolog	3.02263156791305	2.3583132527493e-05
ENSOARG00000011923	101110655	NECAP2	NECAP endocytosis associated 2	-0.571574874222719	0.0256053677654927
ENSOARG00000011930	101102846	NRM	nurim	-0.634828411326676	0.0161208509587684
ENSOARG00000011954	101111818	FDXR	ferredoxin reductase	-1.10465291827378	0.00124707148812522
ENSOARG00000011959	101102592	ZNF710	zinc finger protein 710	-0.651950303992616	0.0193997843172288
ENSOARG00000011961	101109849	NME4	NME/NM23 nucleoside diphosphate kinase 4	-0.903153997948332	0.00510653882970336
ENSOARG00000011970	101109153	TESK1	testis associated actin remodelling kinase 1	1.32329450312155	0.000511402568905032
ENSOARG00000011975	101123123	MOB1B	MOB kinase activator 1B	0.654082149030605	0.00611879542554786
ENSOARG00000011977	101106768	FBXW9	F-box and WD repeat domain containing 9	-0.933000374842483	0.00321346907017481
ENSOARG00000011978	101103995	MIEN1	migration and invasion enhancer 1	0.519906349356533	0.0407253373883751
ENSOARG00000011989	101110109	DECR2	2,4-dienoyl-CoA reductase 2	-1.71037290539815	9.46828462449246e-05
ENSOARG00000011990	101105004	MMS22L	MMS22 like, DNA repair protein	2.58282697893753	5.51434251016574e-05
ENSOARG00000011992	101110831	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	-0.9052931715611	0.000707932400022104
ENSOARG00000011994	101118370		neuralized E3 ubiquitin protein ligase 4	-0.669588615140636	0.00324289995666767
ENSOARG00000011995	101118487	CTH	cystathionine gamma-lyase	1.90396704213954	0.000536809582542163
ENSOARG00000012003	101117219	RUSC2	RUN and SH3 domain containing 2	1.79257776279334	8.7441409409416e-05
ENSOARG00000012028	443452	SLC7A1	solute carrier family 7 member 1	1.88595244152844	0.00777535712465829
ENSOARG00000012042		SZRD1	SUZ RNA binding domain containing 1	0.736976703692499	0.00637474666197187
ENSOARG00000012046	101104019	DHX16	DEAH-box helicase 16	0.78080090769555	0.000859937136478914
ENSOARG00000012052		UBE2K	ubiquitin conjugating enzyme E2 K	0.732105176867837	0.0078134608569642
ENSOARG00000012065	101119924	TCFL5	transcription factor like 5	-0.540036946681127	0.0222923809210904
ENSOARG00000012066	101103596	SEMA4B	semaphorin 4B	-1.2860902139436	0.00084352073982829
ENSOARG00000012070	101112217	CFAP69	cilia and flagella associated protein 69	-0.963802343639115	0.0025354673883756
ENSOARG00000012083	101109841	CORO1B	coronin 1B	-1.17150667829073	0.000152531446480154
ENSOARG00000012085	101114306	TARS	threonyl-tRNA synthetase	1.40599158239601	0.000899784577311898
ENSOARG00000012086	443436	CD247	CD247 molecule	-1.44831251777523	0.000412015426431743
ENSOARG00000012088	101110375	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	-0.620173410975779	0.00365696509141036
ENSOARG00000012090	101112074	TMEM104	transmembrane protein 104	-1.22302916258396	0.00616838636225869
ENSOARG00000012093	101119088	ZRANB2	zinc finger RANBP2-type containing 2	0.642435597681933	0.00484067058327101
ENSOARG00000012096	101110031	SUV39H1	suppressor of variegation 3-9 homolog 1	-1.50204054494115	0.000838625511432751
ENSOARG00000012099				-1.5571492920194	0.00564176171672887
ENSOARG00000012106	101115537	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	-0.604499085530522	0.028858108670898
ENSOARG00000012108	101114256	ACTG2	actin, gamma 2, smooth muscle, enteric	-1.18076697849368	0.00274951588318054
ENSOARG00000012114	101121730	ZDHHC6	zinc finger DHHC-type containing 6	0.438068434282881	0.040480913627044
ENSOARG00000012121	101117991	FAM214B	family with sequence similarity 214 member B	0.533654180358094	0.0463252836528937
ENSOARG00000012137	101123157	CENPQ	centromere protein Q	-0.902113914890526	0.0313181662226273
ENSOARG00000012141	101113284	ATXN1	ataxin 1	0.858888722574631	0.00450440529392395
ENSOARG00000012146	101104007	SWAP70	switching B cell complex subunit SWAP70	0.633211219892874	0.0382106081552988
ENSOARG00000012148	101106778	MANEA	mannosidase endo-alpha	0.613786052752945	0.016332983830201
ENSOARG00000012151	101103375	PIR	pirin	-0.608384869093321	0.0225271835615724
ENSOARG00000012154	101114812	SUB1	SUB1 homolog, transcriptional regulator	0.919281709904732	0.00816989691862927
ENSOARG00000012161	443166	SLC2A8	solute carrier family 2 member 8	-1.17524281054271	0.00071820341312036
ENSOARG00000012163	101103166	NAT9	N-acetyltransferase 9 (putative)	-0.772172418981018	0.0170654393152376
ENSOARG00000012171	101109680	FANCG	transitional endoplasmic reticulum ATPase	-0.558936727327618	0.020527189416899
ENSOARG00000012174	100302338	EIF6	eukaryotic translation initiation factor 6	1.36879300369584	0.000643916262732536
ENSOARG00000012182		STX3	syntaxin 3	0.851370572873741	0.0108673516889533
ENSOARG00000012192	101108827	FAM126A	family with sequence similarity 126 member A	1.1217236022632	0.00219783354933302
ENSOARG00000012215		CPLANE2	ciliogenesis and planar polarity effector 2	-1.91036940831613	0.000473906959323885
ENSOARG00000012220	101102594	GMPR	guanosine monophosphate reductase	-0.907325986310197	0.00323646185558188
